N_z,M_mid,E_exact,E_FFCT,abs_error,relative_error
9,18,8.431587743447072e-6,8.43158775886451e-6,1.5417437901972704e-14,7.433072523350537e-16
12,18,8.431587743447072e-6,8.431587743471365e-6,2.4292904927253334e-17,1.1712122680515487e-18
15,18,8.431587743447072e-6,8.431587743447133e-6,6.098637220230962e-20,2.9402818444808756e-21
18,18,8.431587743447072e-6,8.431587743447152e-6,7.962109704190423e-20,3.838701296961143e-21
21,18,8.431587743447072e-6,8.431587743447139e-6,6.606856988583543e-20,3.1853053315209486e-21
24,18,8.431587743447072e-6,8.431587743447144e-6,7.115076756936123e-20,3.4303288185610216e-21
27,18,8.431587743447072e-6,8.431587743447144e-6,7.115076756936123e-20,3.4303288185610216e-21
30,18,8.431587743447072e-6,8.431587743447147e-6,7.453889935837843e-20,3.59367780992107e-21
33,18,8.431587743447072e-6,8.431587743447144e-6,7.115076756936123e-20,3.4303288185610216e-21
36,18,8.431587743447072e-6,8.431587743447144e-6,7.115076756936123e-20,3.4303288185610216e-21
39,18,8.431587743447072e-6,8.431587743447145e-6,7.284483346386983e-20,3.5120033142410455e-21
42,18,8.431587743447072e-6,8.431587743447145e-6,7.284483346386983e-20,3.5120033142410455e-21
45,18,8.431587743447072e-6,8.431587743447149e-6,7.623296525288703e-20,3.675352305601094e-21
48,18,8.431587743447072e-6,8.431587743447142e-6,6.945670167485263e-20,3.3486543228809972e-21
51,18,8.431587743447072e-6,8.431587743447145e-6,7.284483346386983e-20,3.5120033142410455e-21
54,18,8.431587743447072e-6,8.431587743447142e-6,6.945670167485263e-20,3.3486543228809972e-21
57,18,8.431587743447072e-6,8.431587743447144e-6,7.115076756936123e-20,3.4303288185610216e-21
60,18,8.431587743447072e-6,8.431587743447145e-6,7.284483346386983e-20,3.5120033142410455e-21
3,24,7.628835026312616e-31,-6.0912147696407725e-31,1.3720049795953389e-30,6.614725858195502e-32
6,24,7.628835026312616e-31,7.628835113390938e-31,8.707832171328969e-39,4.198229852599006e-40
9,24,7.628835026312616e-31,7.62883502631928e-31,6.663174197864505e-43,3.212457047880029e-44
12,24,7.628835026312616e-31,7.6288350263124115e-31,2.049399004075045e-44,9.880585557359711e-46
15,24,7.628835026312616e-31,7.628835026312411e-31,2.058157119477075e-44,9.922810281963813e-46
18,24,7.628835026312616e-31,7.628835026312415e-31,2.0143665424669245e-44,9.711686658943305e-46
21,24,7.628835026312616e-31,7.628835026312415e-31,2.0143665424669245e-44,9.711686658943305e-46
24,24,7.628835026312616e-31,7.628835026312417e-31,1.9968503116628643e-44,9.627237209735103e-46
27,24,7.628835026312616e-31,7.628835026312415e-31,2.0143665424669245e-44,9.711686658943305e-46
30,24,7.628835026312616e-31,7.628835026312415e-31,2.0143665424669245e-44,9.711686658943305e-46
33,24,7.628835026312616e-31,7.628835026312413e-31,2.0318827732709848e-44,9.796136108151509e-46
36,24,7.628835026312616e-31,7.628835026312412e-31,2.0406408886730149e-44,9.83836083275561e-46
39,24,7.628835026312616e-31,7.628835026312415e-31,2.0143665424669245e-44,9.711686658943305e-46
42,24,7.628835026312616e-31,7.628835026312415e-31,2.0143665424669245e-44,9.711686658943305e-46
45,24,7.628835026312616e-31,7.628835026312413e-31,2.0318827732709848e-44,9.796136108151509e-46
48,24,7.628835026312616e-31,7.628835026312417e-31,1.9968503116628643e-44,9.627237209735103e-46
51,24,7.628835026312616e-31,7.6288350263124115e-31,2.049399004075045e-44,9.880585557359711e-46
54,24,7.628835026312616e-31,7.6288350263124115e-31,2.049399004075045e-44,9.880585557359711e-46
57,24,7.628835026312616e-31,7.628835026312415e-31,2.0143665424669245e-44,9.711686658943305e-46
60,24,7.628835026312616e-31,7.628835026312416e-31,2.0056084270648944e-44,9.669461934339205e-46
3,30,9.134548353268107e-165,-7.534506138391693e-165,1.66690544916598e-164,8.036503323054452e-166
6,30,9.134548353268107e-165,9.134548353924047e-165,6.559397006272713e-175,3.162423871403104e-176
9,30,9.134548353268107e-165,9.134548353268023e-165,8.482917925162152e-179,4.089793942954204e-180
12,30,9.134548353268107e-165,9.134548353268024e-165,8.290124335953921e-179,3.9968440806143354e-180
15,30,9.134548353268107e-165,9.134548353268024e-165,8.290124335953921e-179,3.9968440806143354e-180
18,30,9.134548353268107e-165,9.134548353268028e-165,7.90453715753746e-179,3.8109443559345993e-180
21,30,9.134548353268107e-165,9.13454835326803e-165,7.711743568329229e-179,3.717994493594731e-180
24,30,9.134548353268107e-165,9.134548353268026e-165,8.09733074674569e-179,3.903894218274468e-180
27,30,9.134548353268107e-165,9.134548353268028e-165,7.90453715753746e-179,3.8109443559345993e-180
30,30,9.134548353268107e-165,9.134548353268028e-165,7.90453715753746e-179,3.8109443559345993e-180
33,30,9.134548353268107e-165,9.134548353268026e-165,8.09733074674569e-179,3.903894218274468e-180
36,30,9.134548353268107e-165,9.134548353268026e-165,8.09733074674569e-179,3.903894218274468e-180
39,30,9.134548353268107e-165,9.134548353268024e-165,8.290124335953921e-179,3.9968440806143354e-180
42,30,9.134548353268107e-165,9.134548353268023e-165,8.482917925162152e-179,4.089793942954204e-180
45,30,9.134548353268107e-165,9.134548353268024e-165,8.290124335953921e-179,3.9968440806143354e-180
48,30,9.134548353268107e-165,9.134548353268028e-165,7.90453715753746e-179,3.8109443559345993e-180
51,30,9.134548353268107e-165,9.134548353268024e-165,8.290124335953921e-179,3.9968440806143354e-180
54,30,9.134548353268107e-165,9.134548353268024e-165,8.290124335953921e-179,3.9968440806143354e-180
57,30,9.134548353268107e-165,9.134548353268024e-165,8.290124335953921e-179,3.9968440806143354e-180
60,30,9.134548353268107e-165,9.134548353268028e-165,7.90453715753746e-179,3.8109443559345993e-180
