Window_type,energy_exact,error,error_rel,w
1,202.5349095,0.223691362,0.001104458,3
1,202.5349095,0.003263971,1.61E-05,5
1,202.5349095,1.19E-05,5.89E-08,7
1,202.5349095,1.01E-08,4.99E-11,9
1,202.5349095,2.05E-09,1.01E-11,11
1,202.5349095,3.24E-12,1.60E-14,13
1,202.5349095,6.82E-13,3.37E-15,15
1,202.5349095,1.02E-12,5.05E-15,17
1,202.5349095,1.14E-13,5.61E-16,19
1,202.5349095,9.09E-13,4.49E-15,21
1,202.5349095,2.56E-13,1.26E-15,23
1,202.5349095,2.84E-13,1.40E-15,25
