Window_type,energy_exact,error,error_rel,w
2,202.5349095,18.60078312,0.091839887,3
2,202.5349095,0.7883398,0.003892365,5
2,202.5349095,0.034609959,0.000170884,7
2,202.5349095,0.001550864,7.66E-06,9
2,202.5349095,6.99E-05,3.45E-07,11
2,202.5349095,3.15E-06,1.56E-08,13
2,202.5349095,1.42E-07,7.02E-10,15
2,202.5349095,6.43E-09,3.17E-11,17
2,202.5349095,2.91E-10,1.44E-12,19
2,202.5349095,1.32E-11,6.53E-14,21
2,202.5349095,8.81E-13,4.35E-15,23
2,202.5349095,3.41E-13,1.68E-15,25
