1000,-9.562614063504487,-9.562614063443622,6.086509074521018e-11,6.36490088808462e-12
3164,4.907563256236145,4.907563251918319,4.317826096666977e-9,8.798309611557678e-10
1000,-9.562614063504487,-9.562614063504139,3.481659405224491e-13,3.6409075824906183e-14
1000,-9.562614063504487,-9.562614063501986,2.5011104298755527e-12,2.615509120483056e-13
3164,4.907563256236145,4.907563256152002,8.414247076871106e-11,1.7145468407725452e-11
1000,-9.562614063504487,-9.562614063504139,3.481659405224491e-13,3.6409075824906183e-14
3164,4.907563256236145,4.907563256249915,1.3770318219030742e-11,2.805937998156724e-12
10000,-45.93702871007848,-45.93702871008668,8.199663170671556e-12,1.7849790029786077e-13
1000,-9.562614063504487,-9.562614023226814,4.027767275260885e-8,4.2119939678761825e-9
1000,-9.562614063504487,-9.562614063504139,3.481659405224491e-13,3.6409075824906183e-14
3164,4.907563256236145,4.907563256249915,1.3770318219030742e-11,2.805937998156724e-12
10000,-45.93702871007848,-45.93702871008668,8.199663170671556e-12,1.7849790029786077e-13
1000,-9.562614063504487,-9.562614063504139,3.481659405224491e-13,3.6409075824906183e-14
1000,-9.562614063504487,-9.562614063582675,7.818812264304142e-11,8.176438170964645e-12
3164,4.907563256236145,4.907563223809632,3.242651303025923e-8,6.607456967376665e-9
1000,-9.562614063504487,-9.562614063504139,3.481659405224491e-13,3.6409075824906183e-14
3164,4.907563256236145,4.907563256249915,1.3770318219030742e-11,2.805937998156724e-12
10000,-45.93702871007848,-45.93702871008668,8.199663170671556e-12,1.7849790029786077e-13
1000,-9.562614063504487,-9.562614063504196,2.913225216616411e-13,3.046473691471742e-14
3164,4.907563256236145,4.9075632562500715,1.3926637620897964e-11,2.8377907514897723e-12
1000,-9.562614063504487,-9.562614063519195,1.4708234630234074e-11,1.5380976930113428e-12
1000,-9.562614063504487,-9.562614063506025,1.538325022920617e-12,1.6086867175698345e-13
1000,-9.562614063504487,-9.562614063504196,2.913225216616411e-13,3.046473691471742e-14
3164,4.907563256236145,4.9075632562500715,1.3926637620897964e-11,2.8377907514897723e-12
10000,-45.93702871007848,-45.93702871008597,7.489120434911456e-12,1.630301446394673e-13
31624,24.46954538787901,24.46954538802845,1.4944134818506427e-10,6.107238439300554e-12
100000,-223.76328241182813,-223.76328241212013,2.9200464268797077e-10,1.304971215744623e-12
