n_atoms,energy_ewald,energy_fssog,error,error_rel
1000,-9.562614063504487,-9.563497249817669,0.0008831863131817386,9.235825134388727e-5
3164,4.907563256236145,4.908541237676047,0.0009779814399024644,0.00019928045525642948
10000,-45.93702871007848,-45.92973495952366,0.007293750554822509,0.00015877715123578022
31624,24.46954538787901,24.480822421955963,0.011277034076954351,0.00046085997505047356
100000,-223.76328241182813,-223.7163039227852,0.04697848904294233,0.0002099472645225151
1000,-9.562614063504487,-9.564160928734399,0.0015468652299119867,0.00016176175464568469
3164,4.907563256236145,4.898711822085858,0.008851434150287218,0.0018036311888674106
10000,-45.93702871007848,-45.93176910456647,0.005259605512009102,0.00011449598852385412
31624,24.46954538787901,24.494358570707448,0.024813182828438585,0.001014043474658495
100000,-223.76328241182813,-223.71234909093312,0.05093332089501246,0.00022762144148954494
1000,-9.562614063504487,-9.564160928734399,0.0015468652299119867,0.00016176175464568469
3164,4.907563256236145,4.898711822085858,0.008851434150287218,0.0018036311888674106
10000,-45.93702871007848,-45.93176910456647,0.005259605512009102,0.00011449598852385412
31624,24.46954538787901,24.494358570707448,0.024813182828438585,0.001014043474658495
100000,-223.76328241182813,-223.71234909093312,0.05093332089501246,0.00022762144148954494
