n_atoms,abs_error,relative_error
1000,0.00015960071056104086,0.011763690183155059
3164,0.000158641183558613,0.011812715647602813
10000,0.00018346103364158287,0.10113656527268079
31624,0.00015231998109842593,0.010037515382386926
100000,0.00017324111988140087,0.01092526384205852
316228,0.00016272684735727294,0.010490130669591712
1000000,0.00016551238049814914,0.007295998727715606
