N_z,M_mid,E_exact,E_FFCT,abs_error,relative_error
21,17,0.0009563178262852977,0.0009563178262852836,1.4094628242311558e-17,4.8097457277966125e-20
24,17,0.0009563178262852977,0.0009563178262852795,1.8214596497756474e-17,6.215671402075622e-20
27,17,0.0009563178262852977,0.000956317826285289,8.673617379884035e-18,2.9598435247979157e-20
30,17,0.0009563178262852977,0.0009563178262852797,1.7997756063259374e-17,6.141675313955675e-20
33,17,0.0009563178262852977,0.0009563178262852884,9.324138683375338e-18,3.181831789157759e-20
36,17,0.0009563178262852977,0.0009563178262852846,1.3118846287074604e-17,4.476763331256847e-20
39,17,0.0009563178262852977,0.0009563178262852871,1.0625181290357943e-17,3.6258083178774464e-20
42,17,0.0009563178262852977,0.0009563178262852862,1.1492543028346347e-17,3.921792670357238e-20
45,17,0.0009563178262852977,0.0009563178262852805,1.723881454251952e-17,5.882689005535857e-20
48,17,0.0009563178262852977,0.0009563178262852844,1.3335686721571705e-17,4.550759419376795e-20
51,17,0.0009563178262852977,0.0009563178262852822,1.5504091066542713e-17,5.290720300576274e-20
54,17,0.0009563178262852977,0.0009563178262852864,1.1275702593849246e-17,3.84779658223729e-20
57,17,0.0009563178262852977,0.0009563178262852844,1.3335686721571705e-17,4.550759419376795e-20
60,17,0.0009563178262852977,0.0009563178262852934,4.336808689942018e-18,1.4799217623989578e-20
3,18,3.957508756794442e-5,3.941905005699513e-5,1.5603751094928569e-7,5.324728958876462e-10
6,18,3.957508756794442e-5,3.957574735472785e-5,6.59786783428686e-10,2.2515007904403895e-12
9,18,3.957508756794442e-5,3.9575086993036404e-5,5.749080139900997e-13,1.9618547695099924e-15
12,18,3.957508756794442e-5,3.957508756798765e-5,4.323256162785949e-17,1.4752970068914609e-19
15,18,3.957508756794442e-5,3.957508756794536e-5,9.41900637346782e-19,3.214205077710236e-21
18,18,3.957508756794442e-5,3.957508756794526e-5,8.402566836762659e-19,2.8673484146479805e-21
21,18,3.957508756794442e-5,3.957508756794549e-5,1.0706496453294356e-18,3.653556850922427e-21
24,18,3.957508756794442e-5,3.957508756794526e-5,8.402566836762659e-19,2.8673484146479805e-21
27,18,3.957508756794442e-5,3.957508756794555e-5,1.1316360175317453e-18,3.8616708487597805e-21
30,18,3.957508756794442e-5,3.9575087567945035e-5,6.166399856011306e-19,2.104263755911018e-21
33,18,3.957508756794442e-5,3.957508756794553e-5,1.111307226797642e-18,3.792299516147329e-21
36,18,3.957508756794442e-5,3.95750875679455e-5,1.0842021724855044e-18,3.6998044059973946e-21
39,18,3.957508756794442e-5,3.957508756794559e-5,1.1722935989999517e-18,4.0004135139846825e-21
42,18,3.957508756794442e-5,3.957508756794514e-5,7.250602028496811e-19,2.4742441965107573e-21
45,18,3.957508756794442e-5,3.957508756794545e-5,1.0299920638612292e-18,3.514814185697525e-21
48,18,3.957508756794442e-5,3.95750875679453e-5,8.809142651444724e-19,3.006091079872883e-21
51,18,3.957508756794442e-5,3.957508756794489e-5,4.743384504624082e-19,1.61866442762386e-21
54,18,3.957508756794442e-5,3.9575087567945475e-5,1.0570971181733668e-18,3.60730929584746e-21
57,18,3.957508756794442e-5,3.9575087567945204e-5,7.860465750519907e-19,2.6823581943481107e-21
60,18,3.957508756794442e-5,3.957508756794566e-5,1.2400562347802957e-18,4.231651289359519e-21
3,19,5.770267156971287e-7,5.757368192291571e-7,1.2898964679715952e-9,4.401729452857733e-12
6,19,5.770267156971287e-7,5.770311279271112e-7,4.4122299824850665e-12,1.5056590314746217e-14
9,19,5.770267156971287e-7,5.770267133373573e-7,2.359771428249739e-15,8.052642716413554e-18
12,19,5.770267156971287e-7,5.770267156972183e-7,8.957373417214226e-20,3.0566743432361285e-22
15,19,5.770267156971287e-7,5.77026715697132e-7,3.282252670610414e-21,1.1200579744718674e-23
18,19,5.770267156971287e-7,5.770267156971284e-7,3.1763735522036263e-22,1.083927072069549e-24
21,19,5.770267156971287e-7,5.770267156971305e-7,1.7999450129153882e-21,6.142253408394112e-24
24,19,5.770267156971287e-7,5.770267156971294e-7,6.352747104407253e-22,2.167854144139098e-24
27,19,5.770267156971287e-7,5.770267156971299e-7,1.164670302474663e-21,3.974399264255013e-24
30,19,5.770267156971287e-7,5.770267156971297e-7,9.529120656610879e-22,3.2517812162086474e-24
33,19,5.770267156971287e-7,5.770267156971304e-7,1.6940658945086007e-21,5.7809443843709285e-24
36,19,5.770267156971287e-7,5.770267156971344e-7,5.717472393966527e-21,1.9510687297251885e-23
39,19,5.770267156971287e-7,5.770267156971322e-7,3.494010907423989e-21,1.192319779276504e-23
42,19,5.770267156971287e-7,5.770267156971295e-7,7.411538288475128e-22,2.5291631681622814e-24
45,19,5.770267156971287e-7,5.770267156971289e-7,2.117582368135751e-22,7.226180480463661e-25
48,19,5.770267156971287e-7,5.77026715697131e-7,2.2234614865425384e-21,7.587489504486843e-24
51,19,5.770267156971287e-7,5.770267156971282e-7,5.293955920339377e-22,1.8065451201159153e-24
54,19,5.770267156971287e-7,5.770267156971306e-7,1.9058241313221758e-21,6.503562432417295e-24
57,19,5.770267156971287e-7,5.770267156971274e-7,1.376428539288238e-21,4.6970173123013796e-24
60,19,5.770267156971287e-7,5.770267156971361e-7,7.411538288475128e-21,2.5291631681622813e-23
3,20,2.093945522823623e-9,2.0912993790812424e-9,2.6461437423805264e-12,9.029878859694684e-15
6,20,2.093945522823623e-9,2.093952740286677e-9,7.217463053921207e-15,2.4629356299669386e-17
9,20,2.093945522823623e-9,2.0939455204964164e-9,2.327206478968939e-18,7.941515893494559e-21
12,20,2.093945522823623e-9,2.0939455228236113e-9,1.1580528575742387e-23,3.9518174502535647e-26
15,20,2.093945522823623e-9,2.093945522823579e-9,4.3840572465310467e-23,1.4960451775959923e-25
18,20,2.093945522823623e-9,2.0939455228235795e-9,4.342698215903395e-23,1.4819315438450866e-25
21,20,2.093945522823623e-9,2.0939455228235807e-9,4.218621124020441e-23,1.43959064259237e-25
24,20,2.093945522823623e-9,2.0939455228235737e-9,4.9217246446905147e-23,1.679522416357765e-25
27,20,2.093945522823623e-9,2.0939455228235737e-9,4.9217246446905147e-23,1.679522416357765e-25
30,20,2.093945522823623e-9,2.0939455228235774e-9,4.549493369041652e-23,1.5524997125996147e-25
33,20,2.093945522823623e-9,2.0939455228235865e-9,3.639594695233322e-23,1.2419997700796916e-25
36,20,2.093945522823623e-9,2.093945522823582e-9,4.094544032137487e-23,1.397249741339653e-25
39,20,2.093945522823623e-9,2.0939455228235853e-9,3.763671787116276e-23,1.2843406713324085e-25
42,20,2.093945522823623e-9,2.093945522823572e-9,5.08716076720112e-23,1.7359769513613873e-25
45,20,2.093945522823623e-9,2.0939455228235828e-9,4.011825970882184e-23,1.369022473837842e-25
48,20,2.093945522823623e-9,2.093945522823581e-9,4.17726209339279e-23,1.4254770088414642e-25
51,20,2.093945522823623e-9,2.0939455228235733e-9,4.963083675318166e-23,1.6936360501086704e-25
54,20,2.093945522823623e-9,2.0939455228235853e-9,3.763671787116276e-23,1.2843406713324085e-25
57,20,2.093945522823623e-9,2.093945522823574e-9,4.880365614062863e-23,1.6654087826068592e-25
60,20,2.093945522823623e-9,2.0939455228235997e-9,2.3161057151484775e-23,7.903634900507129e-26
