1000,-9.562614064,-9.562614064,4.12E-13,4.31E-14
3164,4.907563256,4.907563256,1.40E-11,2.85E-12
10000,-45.93702871,-45.93702871,6.84E-12,1.49E-13
31624,24.46954539,24.46954539,1.53E-10,6.24E-12
100000,-223.7632824,-223.7632824,3.46E-10,1.55E-12
