n_atoms,energy_ewald,energy_fssog,error,error_rel
10000,-45.93702871007848,-45.937046941666026,1.823158754632459e-5,3.9688216800849857e-7
31624,24.46954538787901,24.469557701490203,1.2313611193803808e-5,5.032219029252319e-7
100000,-223.76328241182813,-223.76328923057804,6.8187499095984094e-6,3.0473050967534297e-8
1000,-9.562614063504487,-9.562613169964221,8.935402657783698e-7,9.344100471319314e-8
3164,4.907563256236145,4.907562625522765,6.30713380189718e-7,1.2851864505022063e-7
10000,-45.93702871007848,-45.93702788876077,8.213177125071525e-7,1.787920846362789e-8
31624,24.46954538787901,24.46955794458131,1.255670230193573e-5,5.131563379250884e-7
100000,-223.76328241182813,-223.76328348592097,1.0740928360064572e-6,4.800129960685992e-9
1000,-9.562614063504487,-9.562613169964221,8.935402657783698e-7,9.344100471319314e-8
3164,4.907563256236145,4.907562625522765,6.30713380189718e-7,1.2851864505022063e-7
10000,-45.93702871007848,-45.93702788876077,8.213177125071525e-7,1.787920846362789e-8
31624,24.46954538787901,24.46955794458131,1.255670230193573e-5,5.131563379250884e-7
100000,-223.76328241182813,-223.76328348592097,1.0740928360064572e-6,4.800129960685992e-9
1000,-9.562614063504487,-9.582656725781082,0.02004266227659457,0.00209593968171182
3164,4.907563256236145,4.828102741302679,0.07946051493346573,0.016191439780728973
10000,-45.93702871007848,-46.15778792019741,0.22075921011892774,0.004805691972639355
31624,24.46954538787901,23.600785401499138,0.868759986379871,0.035503724021379295
100000,-223.76328241182813,-226.75683586623677,2.993553454408641,0.013378215684640858
1000,-9.562614063504487,-9.562613581608323,4.818961638619612e-7,5.039376896962805e-8
3164,4.907563256236145,4.907546333530441,1.6922705704303098e-5,3.448290897279634e-6
10000,-45.93702871007848,-45.937026878193706,1.831884773650927e-6,3.987817290518434e-8
31624,24.46954538787901,24.468894023627513,0.0006513642514960338,2.6619385083414226e-5
100000,-223.76328241182813,-223.7632652774421,1.713438604156181e-5,7.657371601309727e-8
1000,-9.562614063504487,-9.562613169964221,8.935402657783698e-7,9.344100471319314e-8
3164,4.907563256236145,4.907562625522765,6.30713380189718e-7,1.2851864505022063e-7
10000,-45.93702871007848,-45.93702788876077,8.213177125071525e-7,1.787920846362789e-8
31624,24.46954538787901,24.46955794458131,1.255670230193573e-5,5.131563379250884e-7
100000,-223.76328241182813,-223.76328348592097,1.0740928360064572e-6,4.800129960685992e-9
1000,-9.562614063504487,-9.562613169970797,8.935336897053503e-7,9.344031702748547e-8
3164,4.907563256236145,4.9075626236774,6.325587449396153e-7,1.288946696990221e-7
10000,-45.93702871007848,-45.937027950279685,7.597987945473506e-7,1.6540007394528164e-8
31624,24.46954538787901,24.46955794452606,1.2556647050132597e-5,5.131540799426757e-7
100000,-223.76328241182813,-223.76328350251924,1.0906911143138132e-6,4.874307806704569e-9
1000,-9.562614063504487,-9.562613169970797,8.935336897053503e-7,9.344031702748547e-8
3164,4.907563256236145,4.9075626236774,6.325587449396153e-7,1.288946696990221e-7
10000,-45.93702871007848,-45.937027950279685,7.597987945473506e-7,1.6540007394528164e-8
31624,24.46954538787901,24.46955794452606,1.2556647050132597e-5,5.131540799426757e-7
100000,-223.76328241182813,-223.76328350251924,1.0906911143138132e-6,4.874307806704569e-9
1000,-9.562614063504487,-9.56261317494634,8.885581461726133e-7,9.292000495594364e-8
3164,4.907563256236145,4.907562503613612,7.526225331844216e-7,1.533597212889815e-7
10000,-45.93702871007848,-45.93704716672602,1.8456647538300786e-5,4.0178148340385453e-7
31624,24.46954538787901,24.469557676719774,1.228884076454051e-5,5.022096066659166e-7
100000,-223.76328241182813,-223.76328835929576,5.947467627720471e-6,2.6579283087090108e-8
1000,-9.562614063504487,-9.56261406350297,1.5170087408478139e-12,1.5863954466566264e-13
3164,4.907563256236145,4.907563256219262,1.688249540165998e-11,3.4400973599692344e-12
10000,-45.93702871007848,-45.937028710126896,4.8416382014693227e-11,1.0539728705629317e-12
31624,24.46954538787901,24.46954538815953,2.8052227207808755e-10,1.1464139101539839e-11
1000,-9.562614063504487,-9.562614063372095,1.3239187524050067e-10,1.384473684301152e-11
3164,4.907563256236145,4.907563255328981,9.071641215996351e-10,1.8485021470622563e-10
1000,-9.562614063504487,-9.562614064423336,9.1884899688921e-10,9.608763783492817e-11
3164,4.907563256236145,4.907563252291169,3.944975901504222e-9,8.038563530467502e-10
1000,-9.562614063504487,-9.562614064423336,9.1884899688921e-10,9.608763783492817e-11
3164,4.907563256236145,4.907563252291169,3.944975901504222e-9,8.038563530467502e-10
1000,-9.562614063504487,-9.562614063504707,2.2026824808563106e-13,2.3034313276981462e-14
3164,4.907563256236145,4.9075632562380065,1.8616219676914625e-12,3.793373351481226e-13
10000,-45.93702871007848,-45.937028710095916,1.743671873555286e-11,3.7957872385697605e-13
31624,24.46954538787901,24.469545388052097,1.730882104311604e-10,7.073617743503305e-12
100000,-223.76328241182813,-223.76328241204646,2.1833557184436359e-10,9.757435156073773e-13
1000,-9.562614063504487,-9.562614063502501,1.98596694644948e-12,2.0768034067471997e-13
3164,4.907563256236145,4.907563256138104,9.804068668017862e-11,1.9977467749518305e-11
10000,-45.93702871007848,-45.93702871006667,1.1809220268332865e-11,2.5707409904249964e-13
1000,-9.562614063504487,-9.562614063504682,1.9539925233402755e-13,2.0433665003773877e-14
3164,4.907563256236145,4.9075632562361164,2.842170943040401e-14,5.791409696917902e-15
10000,-45.93702871007848,-45.93702871009512,1.6640910871501546e-11,3.622548375195753e-13
31624,24.46954538787901,24.46954538805153,1.7251977624255233e-10,7.050387471767662e-12
100000,-223.76328241182813,-223.7632824120451,2.169713297917042e-10,9.696467063455764e-13
1000,-9.562614063504487,-9.562613169970797,8.935336897053503e-7,9.344031702748547e-8
3164,4.907563256236145,4.9075626236774,6.325587449396153e-7,1.288946696990221e-7
10000,-45.93702871007848,-45.937027950279685,7.597987945473506e-7,1.6540007394528164e-8
1000,-9.562614063504487,-9.597551004894457,0.0349369413899705,0.0036534927748790567
3164,4.907563256236145,4.688342037903695,0.21922121833245,0.04467007492035502
10000,-45.93702871007848,-46.55584206043525,0.6188133503567741,0.013470905013519253
31624,24.46954538787901,24.461410282638553,0.008135105240455687,0.00033245837270378596
1000,-9.562614063504487,-9.56268590942036,7.18459158726148e-5,7.513208772778273e-6
3164,4.907563256236145,4.9063399702387755,0.0012232859973693166,0.0002492654569077355
10000,-45.93702871007848,-45.94266370564738,0.005634995568897239,0.00012266782870222804
31624,24.46954538787901,24.469487179986004,5.8207893005146616e-5,2.3787893106497966e-6
100000,-223.76328241182813,-223.76817008220087,0.004887670372738739,2.1843040198807777e-5
1000,-9.562614063504487,-9.562613071813525,9.916909622376124e-7,1.0370500740193834e-7
3164,4.907563256236145,4.9075519310238604,1.132521228441874e-5,2.30770581918176e-6
10000,-45.93702871007848,-45.937011284137,1.7425941479132234e-5,3.7934411450754156e-7
31624,24.46954538787901,24.469537366042914,8.021836094940227e-6,3.2782938823676894e-7
100000,-223.76328241182813,-223.7632923792894,9.967461267024191e-6,4.454466863191363e-8
1000,-9.562614063504487,-9.56261306959533,9.939091576427472e-7,1.0393697278194886e-7
3164,4.907563256236145,4.907551915525282,1.1340710862839387e-5,2.310863919772915e-6
10000,-45.93702871007848,-45.93701145135084,1.7258727638136406e-5,3.757040479709973e-7
31624,24.46954538787901,24.469537397056342,7.990822666670283e-6,3.265619585490353e-7
100000,-223.76328241182813,-223.76329220913613,9.797307995995652e-6,4.3784252225814535e-8
1000,-9.562614063504487,-9.562613007834008,1.0556704790332105e-6,1.1039559601826392e-7
3164,4.907563256236145,4.907551955655222,1.1300580922579684e-5,2.3026867576734333e-6
10000,-45.93702871007848,-45.93701167401235,1.7036066125797333e-5,3.7085694491293164e-7
31624,24.46954538787901,24.469536820582448,8.56729656106836e-6,3.5012078995599857e-7
1000,-9.562614063504487,-9.562613069358308,9.941461787121852e-7,1.0396175900335903e-7
3164,4.907563256236145,4.907551915609368,1.1340626777212037e-5,2.3108467858873265e-6
10000,-45.93702871007848,-45.93701144973559,1.72603428865159e-5,3.757392102012253e-7
31624,24.46954538787901,24.469537400271747,7.987607261839003e-6,3.264305541939355e-7
100000,-223.76328241182813,-223.76329220424122,9.79241309551071e-6,4.376237687418319e-8
1000,-9.562614063504487,-9.562613069358308,9.941461787121852e-7,1.0396175900335903e-7
3164,4.907563256236145,4.907551915609368,1.1340626777212037e-5,2.3108467858873265e-6
10000,-45.93702871007848,-45.93701144973559,1.72603428865159e-5,3.757392102012253e-7
1000,-9.562614063504487,-9.562613065033156,9.98471330504458e-7,1.0441405706365402e-7
3164,4.907563256236145,4.907551912717764,1.1343518380613204e-5,2.3114359995663337e-6
10000,-45.93702871007848,-45.937011222401935,1.7487676544192254e-5,3.8068802086791254e-7
1000,-9.562614063504487,-9.562613069775281,9.937292055894886e-7,1.0391815449104393e-7
3164,4.907563256236145,4.907551916231711,1.1340004434146067e-5,2.3107199728370454e-6
10000,-45.93702871007848,-45.93701145170684,1.7258371642014936e-5,3.7569629831605735e-7
1000,-9.562614063504487,-9.56261306985717,9.936473173155491e-7,1.0390959111356203e-7
3164,4.907563256236145,4.907551929010026,1.1327226118851286e-5,2.3081161724115405e-6
10000,-45.93702871007848,-45.93701133118418,1.7378894298758496e-5,3.783199476927772e-7
1000,-9.562614063504487,-9.56261250174989,1.561754597645404e-6,1.633187941366166e-7
3164,4.907563256236145,4.907564707138839,1.4509026939890646e-6,2.9564625420678414e-7
10000,-45.93702871007848,-45.93703219663415,3.4865556699514855e-6,7.589858917423936e-8
31624,24.46954538787901,24.469561700580243,1.6312701234255655e-5,6.666532203878276e-7
1000,-9.562614063504487,-9.562612537384725,1.526119762118583e-6,1.595923198388803e-7
3164,4.907563256236145,4.907558581579373,4.6746567718969345e-6,9.52541317925296e-7
10000,-45.93702871007848,-45.93703111200692,2.4019284410314867e-6,5.228741406395118e-8
31624,24.46954538787901,24.469550171963533,4.784084524089849e-6,1.9551178611024158e-7
100000,-223.76328241182813,-223.7632868599526,4.448124457212543e-6,1.9878705787958246e-8
1000,-9.562614063504487,-9.562612537167851,1.5263366357487484e-6,1.5961499916366798e-7
3164,4.907563256236145,4.907558581627917,4.674608227617227e-6,9.525314261975336e-7
10000,-45.93702871007848,-45.93703111044627,2.4003677907558085e-6,5.225344037606798e-8
1000,-9.562614063504487,-9.562612556168409,1.5073360781769907e-6,1.5762803645184288e-7
3164,4.907563256236145,4.907557536752684,5.719483461064101e-6,1.165442636688632e-6
10000,-45.93702871007848,-45.93703111037095,2.400292473225818e-6,5.2251800793968185e-8
31624,24.46954538787901,24.469497827229816,4.756064919320124e-5,1.943667053853825e-6
100000,-223.76328241182813,-223.7632808170722,1.594755929090752e-6,7.1269777235197245e-9
1000,-9.562614063504487,-9.562612537167851,1.5263366357487484e-6,1.5961499916366798e-7
3164,4.907563256236145,4.907558581627917,4.674608227617227e-6,9.525314261975336e-7
10000,-45.93702871007848,-45.93703111044627,2.4003677907558085e-6,5.225344037606798e-8
31624,24.46954538787901,24.469550169063268,4.781184259172733e-6,1.9539326061779198e-7
100000,-223.76328241182813,-223.76328685275962,4.440931490989897e-6,1.98465603611254e-8
1000,-9.562614063504487,-9.562614063504682,1.9539925233402755e-13,2.0433665003773877e-14
3164,4.907563256236145,4.9075632562361164,2.842170943040401e-14,5.791409696917902e-15
10000,-45.93702871007848,-45.93702871009512,1.6640910871501546e-11,3.622548375195753e-13
31624,24.46954538787901,24.46954538805153,1.7251977624255233e-10,7.050387471767662e-12
100000,-223.76328241182813,-223.7632824120451,2.169713297917042e-10,9.696467063455764e-13
1000,-9.562614063504487,-9.562614135460162,7.195567519602264e-8,7.524686735046637e-9
3164,4.907563256236145,4.907562480186698,7.760494469266632e-7,1.5813335588502515e-7
1000,-9.562614063504487,-9.562614063506846,2.3590018827235326e-12,2.4669006477283375e-13
3164,4.907563256236145,4.907563256234809,1.3358203432289883e-12,2.721962557551414e-13
10000,-45.93702871007848,-45.93702871009117,1.269029326067539e-11,2.762541160589076e-13
31624,24.46954538787901,24.469545387062453,8.165557119355071e-10,3.337028534825122e-11
100000,-223.76328241182813,-223.76328240800513,3.823004135483643e-9,1.7085037787600667e-11
1000,-9.562614063504487,-9.562614063504682,1.9539925233402755e-13,2.0433665003773877e-14
3164,4.907563256236145,4.9075632562361164,2.842170943040401e-14,5.791409696917902e-15
10000,-45.93702871007848,-45.93702871009512,1.6640910871501546e-11,3.622548375195753e-13
31624,24.46954538787901,24.46954538805153,1.7251977624255233e-10,7.050387471767662e-12
100000,-223.76328241182813,-223.7632824120451,2.169713297917042e-10,9.696467063455764e-13
1000,-9.562614063504487,-9.562612537621746,1.525882741049145e-6,1.5956753361747012e-7
3164,4.907563256236145,4.907558581495287,4.674740857524284e-6,9.525584518108843e-7
10000,-45.93702871007848,-45.93703111362217,2.4035436894109807e-6,5.232257629417918e-8
31624,24.46954538787901,24.46955016874813,4.780869119258568e-6,1.9538038175514173e-7
100000,-223.76328241182813,-223.7632868648475,4.453019357697485e-6,1.9900581139589587e-8
1000,-9.562614063504487,-9.562612537167851,1.5263366357487484e-6,1.5961499916366798e-7
3164,4.907563256236145,4.907558581627917,4.674608227617227e-6,9.525314261975336e-7
10000,-45.93702871007848,-45.93703111044627,2.4003677907558085e-6,5.225344037606798e-8
31624,24.46954538787901,24.469550169063268,4.781184259172733e-6,1.9539326061779198e-7
100000,-223.76328241182813,-223.76328685275962,4.440931490989897e-6,1.98465603611254e-8
1000,-9.562614063504487,-9.562612537167851,1.5263366357487484e-6,1.5961499916366798e-7
3164,4.907563256236145,4.907558581627917,4.674608227617227e-6,9.525314261975336e-7
10000,-45.93702871007848,-45.93703111044627,2.4003677907558085e-6,5.225344037606798e-8
31624,24.46954538787901,24.469550169063268,4.781184259172733e-6,1.9539326061779198e-7
1000,-9.562614063504487,-9.562614063504608,1.2079226507921703e-13,1.2631720184151125e-14
3164,4.907563256236145,4.907563256236088,5.684341886080802e-14,1.1582819393835805e-14
10000,-45.93702871007848,-45.93702871009478,1.6299850358336698e-11,3.5483031480354644e-13
31624,24.46954538787901,24.46954538805403,1.7502088667242788e-10,7.15260066740449e-12
100000,-223.76328241182813,-223.76328241203146,2.0332890926511027e-10,9.08678613727568e-13
1000,-9.562614063504487,-9.562614063504682,1.9539925233402755e-13,2.0433665003773877e-14
3164,4.907563256236145,4.9075632562361164,2.842170943040401e-14,5.791409696917902e-15
10000,-45.93702871007848,-45.93702871009512,1.6640910871501546e-11,3.622548375195753e-13
31624,24.46954538787901,24.46954538805153,1.7251977624255233e-10,7.050387471767662e-12
