n_atoms,energy_ewald,energy_fssog,error,error_rel
1000,-9.562614063504487,-9.562613085557386,9.779471010773477e-7,1.0226775801918662e-7
3164,4.907563256236145,4.907561378432959,1.8778031858346367e-6,3.826345352652301e-7
10000,-45.93702871007848,-45.93702595372278,2.7563556983523085e-6,6.000291650878086e-8
31624,24.46954538787901,24.46955628984864,1.0901969631049724e-5,4.455321689977132e-7
100000,-223.76328241182813,-223.76328333331367,9.214855367645214e-7,4.118126650772673e-9
1000,-9.562614063504487,-9.562637853946516,2.3790442028825964e-5,2.487859686779756e-6
3164,4.907563256236145,4.906641711831966,0.0009215444041785759,0.00018778044338145817
10000,-45.93702871007848,-45.937023217481695,5.4925967845065315e-6,1.195679594161794e-7
31624,24.46954538787901,24.451059210933977,0.018486176945032184,0.0007554769266040109
100000,-223.76328241182813,-223.76311019660875,0.0001722152193792681,7.696312707029042e-7
1000,-9.562614063504487,-9.56261478449258,7.209880923397805e-7,7.539654821911261e-8
3164,4.907563256236145,4.9075154337526214,4.782248352341867e-5,9.74464943730468e-6
10000,-45.93702871007848,-45.93702746381908,1.2462594014550632e-6,2.71297346922579e-8
31624,24.46954538787901,24.46769446187659,0.0018509260024188734,7.564202657135305e-5
100000,-223.76328241182813,-223.76326854057515,1.387125297469538e-5,6.199074676231218e-8
1000,-9.562614063504487,-9.563011548181901,0.0003974846774141838,4.156652927479063e-5
3164,4.907563256236145,4.889043421355751,0.01851983488039366,0.003773733299690047
10000,-45.93702871007848,-45.936982130286395,4.6579792083889515e-5,1.013992271417198e-6
1000,-9.562614063504487,-9.562614939394408,8.758899205929538e-7,9.159523899806528e-8
3164,4.907563256236145,4.907545727287591,1.7528948554002e-5,3.5718232529611498e-6
10000,-45.93702871007848,-45.936990990488994,3.77195894856186e-5,8.211151340169941e-7
31624,24.46954538787901,24.46659396480527,0.002951423073739079,0.0001206161792936728
100000,-223.76328241182813,-223.76339539541323,0.00011298358509748141,5.049245965633417e-7
1000,-9.562614063504487,-9.56261478449258,7.209880923397805e-7,7.539654821911261e-8
3164,4.907563256236145,4.9075154337526214,4.782248352341867e-5,9.74464943730468e-6
10000,-45.93702871007848,-45.93702746381908,1.2462594014550632e-6,2.71297346922579e-8
31624,24.46954538787901,24.46769446187659,0.0018509260024188734,7.564202657135305e-5
100000,-223.76328241182813,-223.76326854057515,1.387125297469538e-5,6.199074676231218e-8
1000,-9.562614063504487,-9.562613165862409,8.976420780015815e-7,9.386994728014941e-8
3164,4.907563256236145,4.907562622489387,6.337467581829515e-7,1.2913674772864843e-7
10000,-45.93702871007848,-45.937027663700775,1.0463777044833478e-6,2.277852385898383e-8
31624,24.46954538787901,24.46955796935174,1.2581472731199028e-5,5.141686341844039e-7
100000,-223.76328241182813,-223.76328435720325,1.945375117884396e-6,8.693897841130182e-9
1000,-9.562614063504487,-9.562613165862423,8.976420637907268e-7,9.386994579406467e-8
3164,4.907563256236145,4.907562622493572,6.337425730862378e-7,1.2913589494357055e-7
10000,-45.93702871007848,-45.93702766433087,1.0457476093961304e-6,2.276480736262108e-8
31624,24.46954538787901,24.4695579693514,1.2581472390138515e-5,5.141686202462408e-7
100000,-223.76328241182813,-223.7632843575277,1.9456995801192534e-6,8.695347865599614e-9
1000,-9.562614063504487,-9.562613165862258,8.976422289919128e-7,9.386996306979964e-8
3164,4.907563256236145,4.907562622266582,6.339695630686037e-7,1.2918214803711498e-7
10000,-45.93702871007848,-45.93702766727864,1.0427998375917014e-6,2.2700637522141555e-8
31624,24.46954538787901,24.46955796927864,1.2581399630562373e-5,5.141656467714586e-7
100000,-223.76328241182813,-223.76328436365839,1.9518302565302292e-6,8.72274591028727e-9
1000,-9.562614063504487,-9.562613165958783,8.975457035376166e-7,9.385986902504836e-8
3164,4.907563256236145,4.907562607604326,6.486318184784068e-7,1.321698335022328e-7
10000,-45.93702871007848,-45.937028342107,3.679714808413337e-7,8.010345709638847e-9
31624,24.46954538787901,24.469557955298797,1.2567419787501422e-5,5.135943307605009e-7
100000,-223.76328241182813,-223.76328473228727,2.320459145721543e-6,1.0370151531165077e-8
1000,-9.562614063504487,-9.562613165958783,8.975457035376166e-7,9.385986902504836e-8
3164,4.907563256236145,4.907562607604326,6.486318184784068e-7,1.321698335022328e-7
10000,-45.93702871007848,-45.937028342107,3.679714808413337e-7,8.010345709638847e-9
31624,24.46954538787901,24.469557955298797,1.2567419787501422e-5,5.135943307605009e-7
100000,-223.76328241182813,-223.76328473228727,2.320459145721543e-6,1.0370151531165077e-8
1000,-9.562614063504487,-9.562613170844529,8.92659958395825e-7,9.334894752289991e-8
3164,4.907563256236145,4.907562500580234,7.556559111776551e-7,1.539778239674093e-7
